ORF	predicted_protein	Full_Seq_E-value	Coverage	Location
_264	GT2_Glycos_transf_2.hmm	6e-24	7.819529	NODE_1_length_600863_cov_7.819529_264
_289	CE10.hmm	2.3e-28	7.819529	NODE_1_length_600863_cov_7.819529_289
_290	AA6.hmm	2.2e-06	7.819529	NODE_1_length_600863_cov_7.819529_290
_299	GH28.hmm	2.9e-81	7.819529	NODE_1_length_600863_cov_7.819529_299
_321	CE7.hmm	1.6e-08	7.819529	NODE_1_length_600863_cov_7.819529_321
_324	GH106.hmm	2.3e-271	7.819529	NODE_1_length_600863_cov_7.819529_324
_325	GH105.hmm	3.4e-87	7.819529	NODE_1_length_600863_cov_7.819529_325
_334	GT9.hmm	4.9e-43	7.819529	NODE_1_length_600863_cov_7.819529_334
_394	AA6.hmm	4.8e-11	7.819529	NODE_1_length_600863_cov_7.819529_394
_402	GH2.hmm	1.7e-124	7.819529	NODE_1_length_600863_cov_7.819529_402
_414	GT41.hmm	3.8e-13	7.819529	NODE_1_length_600863_cov_7.819529_414
_419	GT2_Glycos_transf_2.hmm	4.2e-24	7.819529	NODE_1_length_600863_cov_7.819529_419
_426	PL1_2.hmm	9.4e-76	7.819529	NODE_1_length_600863_cov_7.819529_426
_439	GT41.hmm	4.9e-36	7.819529	NODE_1_length_600863_cov_7.819529_439
_445	GH23.hmm	1.6e-21	7.819529	NODE_1_length_600863_cov_7.819529_445
_449	GT2_Glycos_transf_2.hmm	5e-21	7.819529	NODE_1_length_600863_cov_7.819529_449
_465	GT41.hmm	2.5e-20	7.819529	NODE_1_length_600863_cov_7.819529_465
_473	GT2_Glycos_transf_2.hmm	9.9e-23	7.819529	NODE_1_length_600863_cov_7.819529_473
_478	GT4.hmm	2.3e-22	7.819529	NODE_1_length_600863_cov_7.819529_478
_479	GT4.hmm	1.1e-18	7.819529	NODE_1_length_600863_cov_7.819529_479
_483	GH109.hmm	5.4e-13	7.819529	NODE_1_length_600863_cov_7.819529_483
_485	GH88.hmm	1.6e-17	7.819529	NODE_1_length_600863_cov_7.819529_485
_486	GT2_Glycos_transf_2.hmm	3.5e-30	7.819529	NODE_1_length_600863_cov_7.819529_486
_487	GT2_Glycos_transf_2.hmm	4e-37	7.819529	NODE_1_length_600863_cov_7.819529_487
_490	GH4.hmm	4.3e-07	7.819529	NODE_1_length_600863_cov_7.819529_490
_505	GT28.hmm	1.1e-21	19.525134	NODE_2_length_567063_cov_19.525134_9
_508	GH39.hmm	2.2e-160	19.525134	NODE_2_length_567063_cov_19.525134_12
_509	GH43_16.hmm	5.7e-133	19.525134	NODE_2_length_567063_cov_19.525134_13
_510	GH3.hmm	5.7e-77	19.525134	NODE_2_length_567063_cov_19.525134_14
_511	GH10.hmm	4.4e-76	19.525134	NODE_2_length_567063_cov_19.525134_15
_514	CBM35.hmm	2.2e-13	19.525134	NODE_2_length_567063_cov_19.525134_18
_519	GH129.hmm	3.3e-14	19.525134	NODE_2_length_567063_cov_19.525134_23
_532	GH13_20.hmm	4.9e-119	19.525134	NODE_2_length_567063_cov_19.525134_36
_574	CE7.hmm	1.4e-08	19.525134	NODE_2_length_567063_cov_19.525134_78
_588	GH53.hmm	1.6e-96	19.525134	NODE_2_length_567063_cov_19.525134_92
_638	CBM50.hmm	7.1e-09	19.525134	NODE_2_length_567063_cov_19.525134_142
_700	GH31.hmm	1.6e-138	19.525134	NODE_2_length_567063_cov_19.525134_204
_703	CE10.hmm	2.6e-34	19.525134	NODE_2_length_567063_cov_19.525134_207
_750	CE2.hmm	7.8e-59	19.525134	NODE_2_length_567063_cov_19.525134_254
_753	GH13_9.hmm	5.1e-151	19.525134	NODE_2_length_567063_cov_19.525134_257
_771	GH13_11.hmm	7.2e-68	19.525134	NODE_2_length_567063_cov_19.525134_275
_798	CE9.hmm	1e-08	19.525134	NODE_2_length_567063_cov_19.525134_302
_803	GT41.hmm	2.7e-18	19.525134	NODE_2_length_567063_cov_19.525134_307
_845	GH39.hmm	9.2e-06	19.525134	NODE_2_length_567063_cov_19.525134_349
_927	CE4.hmm	9.4e-23	19.525134	NODE_2_length_567063_cov_19.525134_431
_942	CE9.hmm	3.2e-07	19.525134	NODE_2_length_567063_cov_19.525134_446
_966	CE4.hmm	1.1e-27	19.525134	NODE_2_length_567063_cov_19.525134_470
_1006	GH13_36.hmm	9.5e-112	19.525134	NODE_2_length_567063_cov_19.525134_510
_1010	GH77.hmm	9.9e-168	19.525134	NODE_2_length_567063_cov_19.525134_514
_1029	GH109.hmm	8.8e-08	22.820224	NODE_3_length_550963_cov_22.820224_10
_1040	CE10.hmm	9.5e-47	22.820224	NODE_3_length_550963_cov_22.820224_21
_1075	GH27.hmm	1.1e-40	22.820224	NODE_3_length_550963_cov_22.820224_56
_1078	GH24.hmm	5.3e-08	22.820224	NODE_3_length_550963_cov_22.820224_59
_1089	GH127.hmm	9.3e-217	22.820224	NODE_3_length_550963_cov_22.820224_70
_1126	CE4.hmm	2.1e-34	22.820224	NODE_3_length_550963_cov_22.820224_107
_1191	AA3_2.hmm	2.5e-06	22.820224	NODE_3_length_550963_cov_22.820224_172
_1192	GT89.hmm	1.7e-47	22.820224	NODE_3_length_550963_cov_22.820224_173
_1194	GH9.hmm	2.6e-103	22.820224	NODE_3_length_550963_cov_22.820224_175
_1206	GT41.hmm	2.8e-15	22.820224	NODE_3_length_550963_cov_22.820224_187
_1217	GH13_20.hmm	1.4e-78	22.820224	NODE_3_length_550963_cov_22.820224_198
_1228	GH18.hmm	2.8e-40	22.820224	NODE_3_length_550963_cov_22.820224_209
_1258	GT41.hmm	3.5e-06	22.820224	NODE_3_length_550963_cov_22.820224_239
_1281	CBM50.hmm	1.3e-06	22.820224	NODE_3_length_550963_cov_22.820224_262
_1284	GT2_Glycos_transf_2.hmm	1.1e-16	22.820224	NODE_3_length_550963_cov_22.820224_265
_1297	GH30_1.hmm	6.7e-175	22.820224	NODE_3_length_550963_cov_22.820224_278
_1299	GH161.hmm	0	22.820224	NODE_3_length_550963_cov_22.820224_280
_1300	GH94.hmm	3.3e-167	22.820224	NODE_3_length_550963_cov_22.820224_281
_1301	GH55.hmm	6.9e-97	22.820224	NODE_3_length_550963_cov_22.820224_282
_1304	GH51.hmm	6.5e-99	22.820224	NODE_3_length_550963_cov_22.820224_285
_1320	GH140.hmm	3.9e-121	22.820224	NODE_3_length_550963_cov_22.820224_301
_1322	GH109.hmm	6.6e-16	22.820224	NODE_3_length_550963_cov_22.820224_303
_1329	AA6.hmm	1e-08	22.820224	NODE_3_length_550963_cov_22.820224_310
_1395	GH2.hmm	8.3e-97	22.820224	NODE_3_length_550963_cov_22.820224_376
_1397	CE3.hmm	1.5e-10	22.820224	NODE_3_length_550963_cov_22.820224_378
_1410	GH31.hmm	2.1e-134	22.820224	NODE_3_length_550963_cov_22.820224_391
_1481	GT2_Glycos_transf_2.hmm	5e-21	22.820224	NODE_3_length_550963_cov_22.820224_462
_1484	GT2_Glycos_transf_2.hmm	6.9e-30	22.820224	NODE_3_length_550963_cov_22.820224_465
_1485	GT2_Glycos_transf_2.hmm	7.8e-26	22.820224	NODE_3_length_550963_cov_22.820224_466
_1487	GT2_Glycos_transf_2.hmm	2e-45	22.820224	NODE_3_length_550963_cov_22.820224_468
_1488	GT2_Glycos_transf_2.hmm	1.1e-18	22.820224	NODE_3_length_550963_cov_22.820224_469
_1493	GH25.hmm	3.9e-45	22.820224	NODE_3_length_550963_cov_22.820224_474
_1496	GH25.hmm	1.4e-48	22.820224	NODE_3_length_550963_cov_22.820224_477
_1507	GT2_Glycos_transf_2.hmm	2.3e-25	22.820224	NODE_3_length_550963_cov_22.820224_488
_1512	GT2_Glycos_transf_2.hmm	1.4e-20	22.820224	NODE_3_length_550963_cov_22.820224_493
_1513	CE12.hmm	2.7e-09	22.820224	NODE_3_length_550963_cov_22.820224_494
_1516	GT2_Glycos_transf_2.hmm	5e-12	22.820224	NODE_3_length_550963_cov_22.820224_497
_1518	GT2_Glycos_transf_2.hmm	5e-22	22.820224	NODE_3_length_550963_cov_22.820224_499
_1577	GH42.hmm	8.4e-131	6.548658	NODE_4_length_515185_cov_6.548658_53
_1584	GH94.hmm	1.5e-154	6.548658	NODE_4_length_515185_cov_6.548658_60
_1585	GH94.hmm	7e-251	6.548658	NODE_4_length_515185_cov_6.548658_61
_1607	GH3.hmm	1.8e-40	6.548658	NODE_4_length_515185_cov_6.548658_83
_1624	GH73.hmm	7.8e-10	6.548658	NODE_4_length_515185_cov_6.548658_100
_1664	GH13_9.hmm	4.7e-156	6.548658	NODE_4_length_515185_cov_6.548658_140
_1719	GH23.hmm	8.6e-22	6.548658	NODE_4_length_515185_cov_6.548658_195
_1748	CBM50.hmm	4.2e-15	6.548658	NODE_4_length_515185_cov_6.548658_224
_1760	GH73.hmm	1.5e-28	6.548658	NODE_4_length_515185_cov_6.548658_236
_1767	GT2_Glycos_transf_2.hmm	8.7e-24	6.548658	NODE_4_length_515185_cov_6.548658_243
_1770	GH3.hmm	1.3e-52	6.548658	NODE_4_length_515185_cov_6.548658_246
_1833	GH5_1.hmm	3.7e-120	6.548658	NODE_4_length_515185_cov_6.548658_309
_1869	CBM50.hmm	2.2e-07	6.548658	NODE_4_length_515185_cov_6.548658_345
_1953	GH156.hmm	5.1e-08	6.548658	NODE_4_length_515185_cov_6.548658_429
_1955	AA3_1.hmm	5.2e-06	6.548658	NODE_4_length_515185_cov_6.548658_431
_2013	CBM50.hmm	6.4e-15	6.548658	NODE_4_length_515185_cov_6.548658_489
_2017	GT2_Glycos_transf_2.hmm	1.2e-36	13.541746	NODE_5_length_481981_cov_13.541746_2
_2056	CE3.hmm	2.6e-07	13.541746	NODE_5_length_481981_cov_13.541746_41
_2123	GH13_11.hmm	1.9e-153	13.541746	NODE_5_length_481981_cov_13.541746_108
_2127	GH109.hmm	4.6e-07	13.541746	NODE_5_length_481981_cov_13.541746_112
_2135	GT2_Glycos_transf_2.hmm	2e-17	13.541746	NODE_5_length_481981_cov_13.541746_120
_2139	AA3_1.hmm	4.5e-06	13.541746	NODE_5_length_481981_cov_13.541746_124
_2162	GT4.hmm	7.3e-36	13.541746	NODE_5_length_481981_cov_13.541746_147
_2172	GT2_Glycos_transf_2.hmm	3.8e-20	13.541746	NODE_5_length_481981_cov_13.541746_157
_2204	GH10.hmm	2.1e-47	13.541746	NODE_5_length_481981_cov_13.541746_189
_2208	CE4.hmm	2e-32	13.541746	NODE_5_length_481981_cov_13.541746_193
_2213	GH2.hmm	1.5e-91	13.541746	NODE_5_length_481981_cov_13.541746_198
_2218	GH43_12.hmm	4.7e-116	13.541746	NODE_5_length_481981_cov_13.541746_203
_2234	CE7.hmm	1.3e-16	13.541746	NODE_5_length_481981_cov_13.541746_219
_2242	GH29.hmm	4e-115	13.541746	NODE_5_length_481981_cov_13.541746_227
_2310	GT23.hmm	2.6e-10	13.541746	NODE_5_length_481981_cov_13.541746_295
_2311	GT2_Glycos_transf_2.hmm	3.8e-16	13.541746	NODE_5_length_481981_cov_13.541746_296
_2330	GT2_Glycos_transf_2.hmm	5e-32	13.541746	NODE_5_length_481981_cov_13.541746_315
_2331	GT8.hmm	3.1e-52	13.541746	NODE_5_length_481981_cov_13.541746_316
_2332	GT2_Glycos_transf_2.hmm	1.6e-34	13.541746	NODE_5_length_481981_cov_13.541746_317
_2333	GT2_Glycos_transf_2.hmm	1.3e-29	13.541746	NODE_5_length_481981_cov_13.541746_318
_2335	GT2_Glycos_transf_2.hmm	1.8e-34	13.541746	NODE_5_length_481981_cov_13.541746_320
_2337	GT2_Glycos_transf_2.hmm	2.1e-19	13.541746	NODE_5_length_481981_cov_13.541746_322
_2339	GT4.hmm	2e-26	13.541746	NODE_5_length_481981_cov_13.541746_324
_2341	GT101.hmm	9.4e-74	13.541746	NODE_5_length_481981_cov_13.541746_326
_2342	GT4.hmm	4e-27	13.541746	NODE_5_length_481981_cov_13.541746_327
_2346	GT2_Glycos_transf_2.hmm	3.9e-15	13.541746	NODE_5_length_481981_cov_13.541746_331
_2351	GH109.hmm	1.6e-11	13.541746	NODE_5_length_481981_cov_13.541746_336
_2366	GT2_Glycos_transf_2.hmm	1.9e-33	13.541746	NODE_5_length_481981_cov_13.541746_351
_2367	GT2_Glycos_transf_2.hmm	2.9e-32	13.541746	NODE_5_length_481981_cov_13.541746_352
_2368	GT2_Glycos_transf_2.hmm	1.7e-16	13.541746	NODE_5_length_481981_cov_13.541746_353
_2369	GT11.hmm	5.7e-44	13.541746	NODE_5_length_481981_cov_13.541746_354
_2370	GT2_Glycos_transf_2.hmm	5e-33	13.541746	NODE_5_length_481981_cov_13.541746_355
_2371	GT2_Glycos_transf_2.hmm	3.5e-31	13.541746	NODE_5_length_481981_cov_13.541746_356
_2373	GT2_Glycos_transf_2.hmm	4e-24	13.541746	NODE_5_length_481981_cov_13.541746_358
_2442	CBM50.hmm	8.6e-09	13.541746	NODE_5_length_481981_cov_13.541746_427
_2452	GH18.hmm	1.2e-14	13.541746	NODE_5_length_481981_cov_13.541746_437
_2467	GT3.hmm	3.7e-172	3.820917	NODE_6_length_454321_cov_3.820917_13
_2468	GT35.hmm	1.3e-128	3.820917	NODE_6_length_454321_cov_3.820917_14
_2474	CBM50.hmm	4.7e-12	3.820917	NODE_6_length_454321_cov_3.820917_20
_2508	GH115.hmm	1.3e-267	3.820917	NODE_6_length_454321_cov_3.820917_54
_2520	GH13_28.hmm	3.1e-96	3.820917	NODE_6_length_454321_cov_3.820917_66
_2532	GT41.hmm	2.3e-06	3.820917	NODE_6_length_454321_cov_3.820917_78
_2541	AA3_1.hmm	6.9e-06	3.820917	NODE_6_length_454321_cov_3.820917_87
_2561	GT2_Glycos_transf_2.hmm	5.6e-20	3.820917	NODE_6_length_454321_cov_3.820917_107
_2562	GT4.hmm	2.5e-26	3.820917	NODE_6_length_454321_cov_3.820917_108
_2572	GT41.hmm	4.3e-07	3.820917	NODE_6_length_454321_cov_3.820917_118
_2636	GH57.hmm	8e-64	3.820917	NODE_6_length_454321_cov_3.820917_182
_2637	GT4.hmm	1.2e-37	3.820917	NODE_6_length_454321_cov_3.820917_183
_2638	GH133.hmm	3.3e-77	3.820917	NODE_6_length_454321_cov_3.820917_184
_2640	GH13.hmm	2.2e-48	3.820917	NODE_6_length_454321_cov_3.820917_186
_2645	GT9.hmm	2.6e-28	3.820917	NODE_6_length_454321_cov_3.820917_191
_2648	GT4.hmm	9.7e-22	3.820917	NODE_6_length_454321_cov_3.820917_194
_2656	GT41.hmm	5.1e-14	3.820917	NODE_6_length_454321_cov_3.820917_202
_2665	CBM40.hmm	5.7e-07	3.820917	NODE_6_length_454321_cov_3.820917_211
_2670	GH130.hmm	1e-88	3.820917	NODE_6_length_454321_cov_3.820917_216
_2686	GH77.hmm	1.3e-150	3.820917	NODE_6_length_454321_cov_3.820917_232
_2711	GH2.hmm	3.1e-124	3.820917	NODE_6_length_454321_cov_3.820917_257
_2742	GT2_Glycos_transf_2.hmm	6.4e-34	3.820917	NODE_6_length_454321_cov_3.820917_288
_2745	GT41.hmm	1.9e-20	3.820917	NODE_6_length_454321_cov_3.820917_291
_2781	GH13_37.hmm	1.9e-95	3.820917	NODE_6_length_454321_cov_3.820917_327
_2783	CE1.hmm	4.8e-56	3.820917	NODE_6_length_454321_cov_3.820917_329
_2796	GH35.hmm	3e-118	3.820917	NODE_6_length_454321_cov_3.820917_342
_2799	GH13_19.hmm	2.8e-108	3.820917	NODE_6_length_454321_cov_3.820917_345
_2802	GH23.hmm	4.3e-22	3.820917	NODE_6_length_454321_cov_3.820917_348
_2806	GT41.hmm	1.8e-08	3.820917	NODE_6_length_454321_cov_3.820917_352
_2814	GT2_Glycos_transf_2.hmm	5.7e-33	3.820917	NODE_6_length_454321_cov_3.820917_360
_2833	GT41.hmm	2.4e-37	3.820917	NODE_6_length_454321_cov_3.820917_379
_2846	CE4.hmm	3e-28	11.687505	NODE_7_length_441212_cov_11.687505_8
_2860	GH109.hmm	4e-14	11.687505	NODE_7_length_441212_cov_11.687505_22
_2866	GT41.hmm	1.7e-14	11.687505	NODE_7_length_441212_cov_11.687505_28
_2956	GH26.hmm	2.7e-99	11.687505	NODE_7_length_441212_cov_11.687505_118
_2958	CBM35.hmm	3.1e-09	11.687505	NODE_7_length_441212_cov_11.687505_120
_2963	GH129.hmm	3.2e-09	11.687505	NODE_7_length_441212_cov_11.687505_125
_2969	GH5_4.hmm	2.8e-98	11.687505	NODE_7_length_441212_cov_11.687505_131
_2974	GT2_Glycos_transf_2.hmm	1.7e-22	11.687505	NODE_7_length_441212_cov_11.687505_136
_2976	GT4.hmm	2.1e-23	11.687505	NODE_7_length_441212_cov_11.687505_138
_2981	GT2_Glycos_transf_2.hmm	1.8e-20	11.687505	NODE_7_length_441212_cov_11.687505_143
_2983	GT4.hmm	6.7e-21	11.687505	NODE_7_length_441212_cov_11.687505_145
_2987	AA3_2.hmm	2.7e-06	11.687505	NODE_7_length_441212_cov_11.687505_149
_3009	GH25.hmm	6.3e-30	11.687505	NODE_7_length_441212_cov_11.687505_171
_3094	GH13_9.hmm	6.6e-152	11.687505	NODE_7_length_441212_cov_11.687505_256
_3184	CBM50.hmm	1.1e-06	11.687505	NODE_7_length_441212_cov_11.687505_346
_3222	GH13_11.hmm	2.7e-66	11.687505	NODE_7_length_441212_cov_11.687505_384
_3252	GH43_25.hmm	1.4e-08	10.624759	NODE_8_length_421472_cov_10.624759_16
_3272	GT41.hmm	4.5e-07	10.624759	NODE_8_length_421472_cov_10.624759_36
_3287	GH74.hmm	3.9e-24	10.624759	NODE_8_length_421472_cov_10.624759_51
_3307	GH3.hmm	1.1e-57	10.624759	NODE_8_length_421472_cov_10.624759_71
_3326	GH113.hmm	3.2e-104	10.624759	NODE_8_length_421472_cov_10.624759_90
_3357	CE1.hmm	2.2e-10	10.624759	NODE_8_length_421472_cov_10.624759_121
_3416	CE2.hmm	7.9e-06	10.624759	NODE_8_length_421472_cov_10.624759_180
_3469	GH110.hmm	3.8e-13	10.624759	NODE_8_length_421472_cov_10.624759_233
_3471	GH130.hmm	5e-89	10.624759	NODE_8_length_421472_cov_10.624759_235
_3526	AA3_1.hmm	3.3e-06	10.624759	NODE_8_length_421472_cov_10.624759_290
_3529	GT51.hmm	1.7e-54	10.624759	NODE_8_length_421472_cov_10.624759_293
_3540	GT5.hmm	9.4e-182	10.624759	NODE_8_length_421472_cov_10.624759_304
_3577	CE4.hmm	8.4e-26	10.624759	NODE_8_length_421472_cov_10.624759_341
_3595	GT2_Glycos_transf_2.hmm	4.1e-19	10.624759	NODE_8_length_421472_cov_10.624759_359
_3612	GH31.hmm	1.9e-125	10.624759	NODE_8_length_421472_cov_10.624759_376
_3653	GT2_Glycos_transf_2.hmm	4.3e-20	12.465492	NODE_9_length_417292_cov_12.465492_23
_3683	GH94.hmm	7.5e-251	12.465492	NODE_9_length_417292_cov_12.465492_53
_3712	CE1.hmm	1.1e-28	12.465492	NODE_9_length_417292_cov_12.465492_82
_3713	CE1.hmm	1.4e-36	12.465492	NODE_9_length_417292_cov_12.465492_83
_3725	CBM4.hmm	1.7e-06	12.465492	NODE_9_length_417292_cov_12.465492_95
_3726	GH28.hmm	8.4e-61	12.465492	NODE_9_length_417292_cov_12.465492_96
_3728	GH9.hmm	1.6e-81	12.465492	NODE_9_length_417292_cov_12.465492_98
_3729	GH5_37.hmm	1.2e-136	12.465492	NODE_9_length_417292_cov_12.465492_99
_3733	GH16.hmm	2.8e-31	12.465492	NODE_9_length_417292_cov_12.465492_103
_3741	GH109.hmm	8.1e-15	12.465492	NODE_9_length_417292_cov_12.465492_111
_3826	GH43_12.hmm	1.9e-115	12.465492	NODE_9_length_417292_cov_12.465492_196
_3903	AA6.hmm	6.4e-07	12.465492	NODE_9_length_417292_cov_12.465492_273
_3936	CBM65.hmm	3.8e-15	12.465492	NODE_9_length_417292_cov_12.465492_306
_3941	GH31.hmm	8.6e-143	12.465492	NODE_9_length_417292_cov_12.465492_311
_3943	GH43_35.hmm	1.2e-97	12.465492	NODE_9_length_417292_cov_12.465492_313
_3945	GH110.hmm	1.3e-10	12.465492	NODE_9_length_417292_cov_12.465492_315
_3962	GT83.hmm	3.9e-10	12.465492	NODE_9_length_417292_cov_12.465492_332
_3965	GH5_8.hmm	1.1e-95	12.465492	NODE_9_length_417292_cov_12.465492_335
_4043	GH13_39.hmm	2e-95	7.457924	NODE_10_length_388574_cov_7.457924_23
_4124	GH1.hmm	3.3e-153	7.457924	NODE_10_length_388574_cov_7.457924_104
_4141	GT2_Glycos_transf_2.hmm	2.9e-52	7.457924	NODE_10_length_388574_cov_7.457924_121
_4148	GH73.hmm	5e-17	7.457924	NODE_10_length_388574_cov_7.457924_128
_4151	GH9.hmm	3.7e-101	7.457924	NODE_10_length_388574_cov_7.457924_131
_4157	GT4.hmm	2e-36	7.457924	NODE_10_length_388574_cov_7.457924_137
_4160	GT4.hmm	4.6e-07	7.457924	NODE_10_length_388574_cov_7.457924_140
_4178	AA3_1.hmm	7.2e-07	7.457924	NODE_10_length_388574_cov_7.457924_158
_4179	GH109.hmm	8.4e-20	7.457924	NODE_10_length_388574_cov_7.457924_159
_4184	GT2_Glycos_transf_2.hmm	7.7e-45	7.457924	NODE_10_length_388574_cov_7.457924_164
_4192	GT2_Glycos_transf_2.hmm	1.5e-21	7.457924	NODE_10_length_388574_cov_7.457924_172
_4263	CE10.hmm	5.1e-24	7.457924	NODE_10_length_388574_cov_7.457924_243
_4266	GH25.hmm	1.1e-45	7.457924	NODE_10_length_388574_cov_7.457924_246
_4289	GH13_9.hmm	1.6e-151	7.457924	NODE_10_length_388574_cov_7.457924_269
_4355	GT2_Glycos_transf_2.hmm	3.8e-21	7.457924	NODE_10_length_388574_cov_7.457924_335
_4419	GT41.hmm	8.2e-16	8.357689	NODE_11_length_386109_cov_8.357689_63
_4428	GT4.hmm	7.8e-14	8.357689	NODE_11_length_386109_cov_8.357689_72
_4429	GT4.hmm	9.3e-35	8.357689	NODE_11_length_386109_cov_8.357689_73
_4430	GT2_Glycos_transf_2.hmm	1.8e-18	8.357689	NODE_11_length_386109_cov_8.357689_74
_4431	GT2_Glycos_transf_2.hmm	1.4e-24	8.357689	NODE_11_length_386109_cov_8.357689_75
_4434	GH31.hmm	2.3e-134	8.357689	NODE_11_length_386109_cov_8.357689_78
_4435	GH97.hmm	1.1e-158	8.357689	NODE_11_length_386109_cov_8.357689_79
_4437	GH31.hmm	2.7e-143	8.357689	NODE_11_length_386109_cov_8.357689_81
_4439	GT4.hmm	3.7e-25	8.357689	NODE_11_length_386109_cov_8.357689_83
_4455	GT4.hmm	1.9e-20	8.357689	NODE_11_length_386109_cov_8.357689_99
_4457	GT4.hmm	4.6e-37	8.357689	NODE_11_length_386109_cov_8.357689_101
_4460	GT4.hmm	8.8e-14	8.357689	NODE_11_length_386109_cov_8.357689_104
_4463	GT4.hmm	1.1e-23	8.357689	NODE_11_length_386109_cov_8.357689_107
_4532	PL11_1.hmm	1.1e-251	8.357689	NODE_11_length_386109_cov_8.357689_176
_4533	GH105.hmm	1.9e-89	8.357689	NODE_11_length_386109_cov_8.357689_177
_4553	PL1_2.hmm	7.8e-47	8.357689	NODE_11_length_386109_cov_8.357689_197
_4554	CBM56.hmm	5.4e-09	8.357689	NODE_11_length_386109_cov_8.357689_198
_4555	CBM56.hmm	4.5e-07	8.357689	NODE_11_length_386109_cov_8.357689_199
_4557	GH105.hmm	1.6e-115	8.357689	NODE_11_length_386109_cov_8.357689_201
_4574	GT2_Glycos_transf_2.hmm	1.4e-16	8.357689	NODE_11_length_386109_cov_8.357689_218
_4576	GH28.hmm	9e-54	8.357689	NODE_11_length_386109_cov_8.357689_220
_4604	GH105.hmm	3.8e-72	8.357689	NODE_11_length_386109_cov_8.357689_248
_4678	GH13_20.hmm	1.1e-80	11.883176	NODE_12_length_379400_cov_11.883176_21
_4753	GT2_Glycos_transf_2.hmm	7.2e-13	11.883176	NODE_12_length_379400_cov_11.883176_96
_4755	GT5.hmm	4.1e-12	11.883176	NODE_12_length_379400_cov_11.883176_98
_4765	GH4.hmm	8.2e-08	11.883176	NODE_12_length_379400_cov_11.883176_108
_4818	GH51.hmm	1e-136	11.883176	NODE_12_length_379400_cov_11.883176_161
_4847	GH5_1.hmm	4.6e-120	11.883176	NODE_12_length_379400_cov_11.883176_190
_4868	CBM37.hmm	7.9e-08	11.883176	NODE_12_length_379400_cov_11.883176_211
_4877	CE2.hmm	2.2e-69	11.883176	NODE_12_length_379400_cov_11.883176_220
_4878	CE4.hmm	8.4e-28	11.883176	NODE_12_length_379400_cov_11.883176_221
_4891	CE9.hmm	4.1e-11	11.883176	NODE_12_length_379400_cov_11.883176_234
_4930	GT35.hmm	6.1e-258	11.883176	NODE_12_length_379400_cov_11.883176_273
_4938	AA6.hmm	3.1e-09	11.883176	NODE_12_length_379400_cov_11.883176_281
_5031	CE3.hmm	4.1e-07	7.005032	NODE_13_length_377062_cov_7.005032_18
